name,analysis_no_of_clusters_score,analysis_infiltration_score,analysis_mrca_score,analysis_total_score,n_d_0,n_d_1,n_d_2,n_d_3,n_d_4,n_s,n_p,Ne_d_0,Ne_d_1,Ne_d_2,Ne_d_3,Ne_d_4,Ne_s,Ne_p,Ne_actual,mut_haplotypes_sample, mut_haplotypes_population,method
4_14_1000_0.00025_0.00025_0.5_100,0.0650479354255908,0.8954813108038914,0.3157532834347868,0.2272187439337153,68,68,17,5,2,5,5,113977.46024759774,113977.46024759774,6096.849038637749,1130.7632592379448,359.7980985109299,1130.7632592379448,685.0623235920798,1000,93,1012.0,SINGER
4_14_1000_0.00025_0.00025_0.7_100,0.0429751784787809,0.9230621880945656,0.1462627628726902,0.190481367580235,82,82,32,14,7,4,4,81899.2783592205,81899.2783592205,12912.75092669778,3862.682255173401,1547.6709277981158,766.2141011985723,503.767233751708,1000,141,1414.0,SINGER
3_14_1000_0.00025_0.00025_0.5_100,0.0617871699147172,0.7728412077108255,0.4694686097886769,0.2295974915652274,68,68,15,5,3,5,5,101066.61684084524,101066.61684084524,4962.439082085066,1117.2439845904498,586.6092846402231,1117.2439845904498,685.6010610572027,1000,97,1007.0,SINGER
3_14_1000_0.00025_0.00025_0.7_100,0.0476941226941226,0.7344984767529633,0.2981223771878041,0.188279013977001,79,79,29,14,9,5,5,68871.67370599306,68871.67370599306,10782.084964366995,3795.304912265498,2110.4649297267665,999.0161642865628,651.4304046964561,1000,148,1403.0,SINGER
3_15_1000_0.00025_0.0025_0.7_100,0.0451326157119417,0.6711246813921956,0.2209231762508672,0.1654000096448186,87,87,27,13,4,5,5,99554.7158250776,99554.7158250776,9992.304358620522,3509.8810916391644,768.799923526017,1014.805840938493,651.1528534135543,1000,139,1407.0,SINGER
2_14_1000_0.00025_0.00025_0.5_100,0.0505936558568137,0.9824393358876118,0.292929292929295,0.2267208534223056,63,63,20,7,4,3,4,74570.29241377577,74570.29241377577,7558.527640480381,1719.8592319772415,836.4484575180762,583.7365970418605,528.1756849886057,1000,99,1027.0,SINGER
2_15_1000_0.00025_0.0025_0.5_100,0.0645166850523993,0.706508967223253,0.0791420656397614,0.1630093344661317,73,73,14,6,3,6,8,129731.77577707107,129731.77577707107,4469.608409971875,1409.851725932502,585.1617299179964,1409.851725932502,1183.370575983764,1000,98,1020.0,SINGER
5_13_1000_0.00025_2.5e-05_0.5_100,0.0478005478005477,0.9014381840119966,0.2759819698595213,0.2100734065411111,57,57,27,10,4,3,4,47029.36809475519,47029.36809475519,11359.161046308958,2664.3221386607484,812.2136336020817,568.1884865785433,529.3600845982583,1000,111,1012.0,SINGER
4_13_1000_0.00025_2.5e-05_0.7_100,0.142573623559539,0.6645395941152535,0.2751422677479014,0.2407538157711505,33,33,21,18,11,6,7,13504.30759535358,13504.30759535358,6808.15292636949,5461.392802213533,2783.808057376341,1269.5563670916083,959.603900511957,1000,142,1412.0,SINGER
5_13_1000_0.00025_2.5e-05_0.7_100,0.0678146258503401,0.8052321882951654,0.4399100924383347,0.2342415802052631,53,53,23,16,11,3,3,30285.063096800022,30285.063096800022,7724.00391769615,4605.616089974188,2771.0192403300093,535.9842953817368,362.6579127879857,1000,144,1419.0,SINGER
3_13_1000_0.00025_2.5e-05_0.7_100,0.1105867346938775,0.8022758458646617,0.1647567833951762,0.2224656086746899,38,38,17,14,11,5,5,17157.004821308936,17157.004821308936,5068.263226182484,3872.8055286997183,2796.913318295753,1012.9738721382092,650.6696380850286,1000,140,1414.0,SINGER
4_13_1000_0.00025_2.5e-05_0.5_100,0.2275443510737628,1.0,0.8172502334267038,0.4318685807656395,37,37,19,9,6,10,11,20353.174093577527,20353.174093577527,6779.287998385374,2356.7039062458143,1381.1886734335576,2717.553331498303,1728.0751037956911,1000,105,1003.0,SINGER
2_13_1000_0.00025_2.5e-05_0.7_100,0.1243055555555555,0.4637812674689725,0.3713027263374485,0.212276487959852,26,26,17,13,11,6,6,9266.665693685129,9266.665693685129,5011.313524478524,3466.155981961117,2771.0192403300093,1264.863618814135,802.643784730219,1000,144,1415.0,SINGER
2_14_1000_0.00025_0.00025_0.7_100,0.0312519415967691,1.0,0.2333909875865443,0.20688500725572,79,79,29,12,8,3,5,71012.47403181868,71012.47403181868,10900.620306468903,3104.8133635726017,1822.7998274639883,535.1823986027639,650.6008652659624,1000,145,1415.0,SINGER
5_14_1000_0.00025_0.00025_0.5_100,0.0627777337454756,0.817027417027417,0.2409450016976898,0.202640276430599,73,73,17,6,1,5,5,125592.3113206256,125592.3113206256,5910.071958730367,1405.5511889494903,154.73327427683313,1110.8200056678322,685.0623235920798,1000,99,1012.0,SINGER
1_15_1000_0.00025_0.0025_0.5_100,0.0327294685990338,0.6687167276412127,0.15323893475736,0.1462039773791096,78,78,19,7,3,3,5,106558.37643728366,106558.37643728366,6483.493339519275,1641.9495890478522,563.5599624061238,563.5599624061238,680.0656358344287,1000,115,1060.0,SINGER
3_13_1000_0.00025_2.5e-05_0.5_100,0.0761904761904761,0.7129602121432186,0.3429494150601412,0.2117197774138373,48,48,18,12,9,5,6,35385.4490423318,35385.4490423318,6342.410181792006,3532.521036834695,2380.488120804828,1101.569380776885,847.1680962350365,1000,102,1008.0,SINGER
4_15_1000_0.00025_0.0025_0.7_100,0.0314388888888888,0.8013555002916706,0.1686643977310659,0.1675102069256326,84,84,36,13,9,4,5,78810.48300072543,78810.48300072543,15021.213867558905,3417.1331505252974,2101.9837099315573,755.231633520166,649.0365851423699,1000,150,1438.0,SINGER
4_14_1000_0.00025_0.00025_0.5_100,0.0650479354255908,0.8954813108038914,0.3205442858227393,0.2279373942919081,68,68,17,5,2,5,5,113977.46024759774,113977.46024759774,6096.849038637749,1130.7632592379448,359.7980985109299,1130.7632592379448,685.0623235920798,1000,93,1012.0,SINGER
3_15_1000_0.00025_0.0025_0.7_100,0.0452818051161787,0.6666215517092098,0.214826776959235,0.1639145128815918,86,86,27,13,4,5,5,96188.58315750236,96188.58315750236,9992.304358620522,3509.8810916391644,768.799923526017,1014.805840938493,651.1528534135543,1000,139,1407.0,SINGER
3_14_1000_0.00025_0.00025_0.5_100,0.0621011291114383,0.7684623677649753,0.5151746051702049,0.2360163363182839,67,67,15,5,3,5,5,95791.70209985152,95791.70209985152,4962.439082085066,1117.2439845904498,586.6092846402231,1117.2439845904498,685.6010610572027,1000,97,1007.0,SINGER
3_14_1000_0.00025_0.00025_0.7_100,0.0476941226941226,0.7344984767529633,0.2965022879718062,0.1880360005946013,79,79,29,14,9,5,5,68871.67370599306,68871.67370599306,10782.084964366995,3795.304912265498,2110.4649297267665,999.0161642865628,651.4304046964561,1000,148,1403.0,SINGER
4_14_1000_0.00025_0.00025_0.7_100,0.0429751784787809,0.9230621880945656,0.1847516859847567,0.1962547060470449,82,82,32,14,7,4,4,81899.2783592205,81899.2783592205,12912.75092669778,3862.682255173401,1547.6709277981158,766.2141011985723,503.767233751708,1000,141,1414.0,SINGER
2_14_1000_0.00025_0.00025_0.5_100,0.0505936558568137,0.9824393358876118,0.292929292929295,0.2267208534223056,63,63,20,7,4,3,4,74570.29241377577,74570.29241377577,7558.527640480381,1719.8592319772415,836.4484575180762,583.7365970418605,528.1756849886057,1000,99,1027.0,SINGER
2_15_1000_0.00025_0.0025_0.5_100,0.0641494927209213,0.6881416202844775,0.0765861873004729,0.1596138160423874,74,74,13,5,3,6,8,137606.9707594097,137606.9707594097,4019.900752819856,1114.0053414616057,585.1617299179964,1409.851725932502,1183.370575983764,1000,98,1020.0,SINGER
5_13_1000_0.00025_2.5e-05_0.5_100,0.0478005478005477,0.9014381840119966,0.3752058292874621,0.2249569854553022,57,57,27,10,4,3,4,47029.36809475519,47029.36809475519,11359.161046308958,2664.3221386607484,812.2136336020817,568.1884865785433,529.3600845982583,1000,111,1012.0,SINGER
4_13_1000_0.00025_2.5e-05_0.7_100,0.1413328455581976,0.7884236097833861,0.2672840070727393,0.2572891344191572,35,35,22,19,12,6,7,14846.034966052452,14846.034966052452,7284.521536882778,5896.752171024127,3127.0096565561066,1269.5563670916083,959.603900511957,1000,142,1412.0,SINGER
3_13_1000_0.00025_2.5e-05_0.7_100,0.1105867346938775,0.8022758458646617,0.1647567833951762,0.2224656086746899,38,38,17,14,11,5,5,17157.004821308936,17157.004821308936,5068.263226182484,3872.8055286997183,2796.913318295753,1012.9738721382092,650.6696380850286,1000,140,1414.0,SINGER
4_13_1000_0.00025_2.5e-05_0.5_100,0.2275443510737628,1.0,0.7982633053221291,0.4290205415499533,37,37,19,9,6,10,11,20353.174093577527,20353.174093577527,6779.287998385374,2356.7039062458143,1381.1886734335576,2717.553331498303,1728.0751037956911,1000,105,1003.0,SINGER
5_13_1000_0.00025_2.5e-05_0.7_100,0.0678146258503401,0.8052321882951654,0.4277301429831194,0.2324145877869808,53,53,23,16,11,3,3,30285.063096800022,30285.063096800022,7724.00391769615,4605.616089974188,2771.0192403300093,535.9842953817368,362.6579127879857,1000,144,1419.0,SINGER
2_13_1000_0.00025_2.5e-05_0.7_100,0.127199074074074,0.462383643429839,0.3580246913580247,0.2121006020700314,25,25,17,13,11,6,6,8738.10887358516,8738.10887358516,5011.313524478524,3466.155981961117,2771.0192403300093,1264.863618814135,802.643784730219,1000,144,1415.0,SINGER
5_14_1000_0.00025_0.00025_0.5_100,0.0624616281662122,0.8064735995408264,0.250797139167258,0.2023137505225612,73,73,18,5,1,5,5,125592.3113206256,125592.3113206256,6437.979815650191,1110.8200056678322,154.73327427683313,1110.8200056678322,685.0623235920798,1000,99,1012.0,SINGER
2_14_1000_0.00025_0.00025_0.7_100,0.0314281215556605,0.9885553626064666,0.2360843961580822,0.2056956489036447,77,77,30,13,8,3,5,66623.06999501739,66623.06999501739,11486.25681420111,3457.7350759815326,1822.7998274639883,535.1823986027639,650.6008652659624,1000,145,1415.0,SINGER
3_13_1000_0.00025_2.5e-05_0.5_100,0.0761904761904761,0.7129602121432186,0.3462896688086994,0.212220815476121,48,48,18,12,9,5,6,35385.4490423318,35385.4490423318,6342.410181792006,3532.521036834695,2380.488120804828,1101.569380776885,847.1680962350365,1000,102,1008.0,SINGER
4_15_1000_0.00025_0.0025_0.7_100,0.0314388888888888,0.8013555002916706,0.1249245525525547,0.160949230148856,84,84,36,13,9,4,5,78810.48300072543,78810.48300072543,15021.213867558905,3417.1331505252974,2101.9837099315573,755.231633520166,649.0365851423699,1000,150,1438.0,SINGER
4_14_1000_0.00025_0.00025_0.5_100,0.0650479354255908,0.8954813108038914,0.3159622724198379,0.2272500922814729,68,68,17,5,2,5,5,113977.46024759774,113977.46024759774,6096.849038637749,1130.7632592379448,359.7980985109299,1130.7632592379448,685.0623235920798,1000,93,1012.0,SINGER
3_14_1000_0.00025_0.00025_0.5_100,0.0617871699147172,0.7728412077108255,0.5017126474181137,0.2344340972096429,68,68,15,5,3,5,5,101066.61684084524,101066.61684084524,4962.439082085066,1117.2439845904498,586.6092846402231,1117.2439845904498,685.6010610572027,1000,97,1007.0,SINGER
3_15_1000_0.00025_0.0025_0.7_100,0.0452818051161787,0.6573398650893937,0.245038298727214,0.1670539881538162,86,86,26,12,5,5,5,96188.58315750236,96188.58315750236,9434.875016197127,3150.048306558456,1014.805840938493,1014.805840938493,651.1528534135543,1000,139,1407.0,SINGER
3_14_1000_0.00025_0.00025_0.7_100,0.0476941226941226,0.7344984767529633,0.2942395040272267,0.1876965830029144,79,79,29,14,9,5,5,68871.67370599306,68871.67370599306,10782.084964366995,3795.304912265498,2110.4649297267665,999.0161642865628,651.4304046964561,1000,148,1403.0,SINGER
4_14_1000_0.00025_0.00025_0.7_100,0.0429751784787809,0.9230621880945656,0.1459513855039061,0.1904346609749174,82,82,32,14,7,4,4,81899.2783592205,81899.2783592205,12912.75092669778,3862.682255173401,1547.6709277981158,766.2141011985723,503.767233751708,1000,141,1414.0,SINGER
2_14_1000_0.00025_0.00025_0.5_100,0.0505936558568137,0.9824393358876118,0.2921430962366655,0.2266029239184112,63,63,20,7,4,3,4,74570.29241377577,74570.29241377577,7558.527640480381,1719.8592319772415,836.4484575180762,583.7365970418605,528.1756849886057,1000,99,1027.0,SINGER
1_15_1000_0.00025_0.0025_0.5_100,0.0327294685990338,0.6742003698943606,0.15323893475736,0.1470265237170817,79,79,18,7,3,3,5,111389.02545179208,111389.02545179208,5988.227596233093,1641.9495890478522,563.5599624061238,563.5599624061238,680.0656358344287,1000,115,1060.0,SINGER
2_15_1000_0.00025_0.0025_0.5_100,0.0641494927209213,0.6881416202844775,0.0790245115245114,0.1599795646759932,74,74,13,5,3,6,8,137606.9707594097,137606.9707594097,4019.900752819856,1114.0053414616057,585.1617299179964,1409.851725932502,1183.370575983764,1000,98,1020.0,SINGER
5_13_1000_0.00025_2.5e-05_0.5_100,0.0478005478005477,0.9014381840119966,0.2478289278289277,0.2058504502365221,57,57,27,10,4,3,4,47029.36809475519,47029.36809475519,11359.161046308958,2664.3221386607484,812.2136336020817,568.1884865785433,529.3600845982583,1000,111,1012.0,SINGER
4_13_1000_0.00025_2.5e-05_0.7_100,0.1413328455581976,0.7884236097833861,0.2786928642562443,0.2590004629966829,35,35,22,19,12,6,7,14846.034966052452,14846.034966052452,7284.521536882778,5896.752171024127,3127.0096565561066,1269.5563670916083,959.603900511957,1000,142,1412.0,SINGER
5_13_1000_0.00025_2.5e-05_0.7_100,0.0678146258503401,0.8052321882951654,0.3956870748299309,0.2276081275640025,53,53,23,16,11,3,3,30285.063096800022,30285.063096800022,7724.00391769615,4605.616089974188,2771.0192403300093,535.9842953817368,362.6579127879857,1000,144,1419.0,SINGER
3_13_1000_0.00025_2.5e-05_0.7_100,0.1105867346938775,0.8022758458646617,0.1647567833951762,0.2224656086746899,38,38,17,14,11,5,5,17157.004821308936,17157.004821308936,5068.263226182484,3872.8055286997183,2796.913318295753,1012.9738721382092,650.6696380850286,1000,140,1414.0,SINGER
2_13_1000_0.00025_2.5e-05_0.7_100,0.1243055555555555,0.4668719189549978,0.3433320473251028,0.208544483830904,26,26,18,14,11,6,6,9266.665693685129,9266.665693685129,5430.065138307613,3833.080212060514,2771.0192403300093,1264.863618814135,802.643784730219,1000,144,1415.0,SINGER
4_13_1000_0.00025_2.5e-05_0.5_100,0.2275443510737628,1.0,0.8172502334267038,0.4318685807656395,37,37,19,9,6,10,11,20353.174093577527,20353.174093577527,6779.287998385374,2356.7039062458143,1381.1886734335576,2717.553331498303,1728.0751037956911,1000,105,1003.0,SINGER
5_14_1000_0.00025_0.00025_0.5_100,0.0624616281662122,0.8064735995408264,0.4827584415748379,0.2371079458836981,73,73,18,5,1,5,5,125592.3113206256,125592.3113206256,6437.979815650191,1110.8200056678322,154.73327427683313,1110.8200056678322,685.0623235920798,1000,99,1012.0,SINGER
2_14_1000_0.00025_0.00025_0.7_100,0.0314281215556605,0.9885553626064666,0.1876318689970083,0.1984277698294836,77,77,30,13,8,3,5,66623.06999501739,66623.06999501739,11486.25681420111,3457.7350759815326,1822.7998274639883,535.1823986027639,650.6008652659624,1000,145,1415.0,SINGER
3_13_1000_0.00025_2.5e-05_0.5_100,0.0761904761904761,0.7129602121432186,0.3455949909375509,0.2121166137954487,48,48,18,12,9,5,6,35385.4490423318,35385.4490423318,6342.410181792006,3532.521036834695,2380.488120804828,1101.569380776885,847.1680962350365,1000,102,1008.0,SINGER
4_15_1000_0.00025_0.0025_0.7_100,0.0314388888888888,0.8076671945940238,0.125915603603606,0.1620446419518666,85,85,35,13,9,4,5,81287.90046614697,81287.90046614697,14357.300660749372,3417.1331505252974,2101.9837099315573,755.231633520166,649.0365851423699,1000,150,1438.0,SINGER
3_14_1000_0.00025_0.00025_0.5_100,0.0617871699147172,0.7618158274814483,0.3877308551487427,0.2156830213348307,67,67,16,5,3,5,5,95791.70209985152,95791.70209985152,5455.543417590281,1117.2439845904498,586.6092846402231,1117.2439845904498,685.6010610572027,1000,97,1007.0,SINGER
3_14_1000_0.00025_0.00025_0.7_100,0.0476941226941226,0.7344984767529633,0.2944291968256153,0.1877250369226726,79,79,29,14,9,5,5,68871.67370599306,68871.67370599306,10782.084964366995,3795.304912265498,2110.4649297267665,999.0161642865628,651.4304046964561,1000,148,1403.0,SINGER
4_14_1000_0.00025_0.00025_0.5_100,0.0650479354255908,0.8954813108038914,0.3155024966527254,0.227181125916406,68,68,17,5,2,5,5,113977.46024759774,113977.46024759774,6096.849038637749,1130.7632592379448,359.7980985109299,1130.7632592379448,685.0623235920798,1000,93,1012.0,SINGER
3_15_1000_0.00025_0.0025_0.7_100,0.047953871587803,0.6479089602811678,0.2462939842389707,0.1676981517894829,84,84,26,12,5,5,5,89840.76480310607,89840.76480310607,9434.875016197127,3150.048306558456,1014.805840938493,1014.805840938493,651.1528534135543,1000,139,1407.0,SINGER
4_14_1000_0.00025_0.00025_0.7_100,0.0429751784787809,0.9230621880945656,0.1636257532186825,0.1930858161321338,82,82,32,14,7,4,4,81899.2783592205,81899.2783592205,12912.75092669778,3862.682255173401,1547.6709277981158,766.2141011985723,503.767233751708,1000,141,1414.0,SINGER
2_14_1000_0.00025_0.00025_0.5_100,0.0505936558568137,0.9824393358876118,0.2922035729053294,0.2266119954187107,63,63,20,7,4,3,4,74570.29241377577,74570.29241377577,7558.527640480381,1719.8592319772415,836.4484575180762,583.7365970418605,528.1756849886057,1000,99,1027.0,SINGER
1_15_1000_0.00025_0.0025_0.5_100,0.0327294685990338,0.6742003698943606,0.15323893475736,0.1470265237170817,79,79,18,7,3,3,5,111389.02545179208,111389.02545179208,5988.227596233093,1641.9495890478522,563.5599624061238,563.5599624061238,680.0656358344287,1000,115,1060.0,SINGER
5_13_1000_0.00025_2.5e-05_0.5_100,0.0478005478005477,0.9014381840119966,0.2456126456126452,0.2055180079040797,57,57,28,10,4,3,4,47029.36809475519,47029.36809475519,12051.062524494386,2664.3221386607484,812.2136336020817,568.1884865785433,529.3600845982583,1000,111,1012.0,SINGER
5_13_1000_0.00025_2.5e-05_0.7_100,0.0678146258503401,0.8052321882951654,0.4329556996409679,0.2331984212856581,53,53,23,16,11,3,3,30285.063096800022,30285.063096800022,7724.00391769615,4605.616089974188,2771.0192403300093,535.9842953817368,362.6579127879857,1000,144,1419.0,SINGER
4_13_1000_0.00025_2.5e-05_0.7_100,0.1413328455581976,0.7884236097833861,0.2646403674572687,0.2568925884768365,35,35,22,19,12,6,7,14846.034966052452,14846.034966052452,7284.521536882778,5896.752171024127,3127.0096565561066,1269.5563670916083,959.603900511957,1000,142,1412.0,SINGER
4_13_1000_0.00025_2.5e-05_0.5_100,0.2275443510737628,1.0,0.8172502334267038,0.4318685807656395,37,37,19,9,6,10,11,20353.174093577527,20353.174093577527,6779.287998385374,2356.7039062458143,1381.1886734335576,2717.553331498303,1728.0751037956911,1000,105,1003.0,SINGER
2_13_1000_0.00025_2.5e-05_0.7_100,0.1243055555555555,0.4668719189549978,0.3462255658436214,0.2089785116086817,26,26,18,14,11,6,6,9266.665693685129,9266.665693685129,5430.065138307613,3833.080212060514,2771.0192403300093,1264.863618814135,802.643784730219,1000,144,1415.0,SINGER
3_13_1000_0.00025_2.5e-05_0.7_100,0.1105867346938775,0.8022758458646617,0.1663801600185528,0.2227091151681964,38,38,17,14,11,5,5,17157.004821308936,17157.004821308936,5068.263226182484,3872.8055286997183,2796.913318295753,1012.9738721382092,650.6696380850286,1000,140,1414.0,SINGER
2_14_1000_0.00025_0.00025_0.7_100,0.0314281215556605,0.9885553626064666,0.1868396709179657,0.1983089401176271,77,77,30,13,8,3,5,66623.06999501739,66623.06999501739,11486.25681420111,3457.7350759815326,1822.7998274639883,535.1823986027639,650.6008652659624,1000,145,1415.0,SINGER
5_14_1000_0.00025_0.00025_0.5_100,0.0624616281662122,0.8064735995408264,0.3479698287576035,0.216889653961113,73,73,18,5,1,5,5,125592.3113206256,125592.3113206256,6437.979815650191,1110.8200056678322,154.73327427683313,1110.8200056678322,685.0623235920798,1000,99,1012.0,SINGER
3_13_1000_0.00025_2.5e-05_0.5_100,0.0761904761904761,0.7129602121432186,0.3455949909375509,0.2121166137954487,48,48,18,12,9,5,6,35385.4490423318,35385.4490423318,6342.410181792006,3532.521036834695,2380.488120804828,1101.569380776885,847.1680962350365,1000,102,1008.0,SINGER
4_15_1000_0.00025_0.0025_0.7_100,0.0314388888888888,0.8141095487246566,0.1319205165165202,0.1639117320083987,86,86,34,13,9,4,5,83847.95507960684,83847.95507960684,13709.741990400618,3417.1331505252974,2101.9837099315573,755.231633520166,649.0365851423699,1000,150,1438.0,SINGER
4_14_1000_0.00025_0.00025_0.5_100,0.0650479354255908,0.8954813108038914,0.3207532748077905,0.2279687426396658,68,68,17,5,2,5,5,113977.46024759774,113977.46024759774,6096.849038637749,1130.7632592379448,359.7980985109299,1130.7632592379448,685.0623235920798,1000,93,1012.0,SINGER
3_15_1000_0.00025_0.0025_0.7_100,0.047953871587803,0.6487278173906021,0.25315660458273,0.168850373407462,84,84,27,12,5,5,5,89840.76480310607,89840.76480310607,9992.304358620522,3150.048306558456,1014.805840938493,1014.805840938493,651.1528534135543,1000,139,1407.0,SINGER
4_14_1000_0.00025_0.00025_0.7_100,0.0429751784787809,0.9230621880945656,0.1906915074888198,0.1971456792726544,82,82,32,14,7,4,4,81899.2783592205,81899.2783592205,12912.75092669778,3862.682255173401,1547.6709277981158,766.2141011985723,503.767233751708,1000,141,1414.0,SINGER
3_14_1000_0.00025_0.00025_0.7_100,0.0476941226941226,0.7344984767529633,0.2365808490258632,0.1790477847527098,79,79,29,14,9,5,5,68871.67370599306,68871.67370599306,10782.084964366995,3795.304912265498,2110.4649297267665,999.0161642865628,651.4304046964561,1000,148,1403.0,SINGER
3_14_1000_0.00025_0.00025_0.5_100,0.0617871699147172,0.7618158274814483,0.3877308551487427,0.2156830213348307,67,67,16,5,3,5,5,95791.70209985152,95791.70209985152,5455.543417590281,1117.2439845904498,586.6092846402231,1117.2439845904498,685.6010610572027,1000,97,1007.0,SINGER
2_14_1000_0.00025_0.00025_0.5_100,0.0505936558568137,0.9824393358876118,0.295227406338519,0.2270655704336892,63,63,20,7,4,3,4,74570.29241377577,74570.29241377577,7558.527640480381,1719.8592319772415,836.4484575180762,583.7365970418605,528.1756849886057,1000,99,1027.0,SINGER
2_15_1000_0.00025_0.0025_0.5_100,0.0644712430426716,0.6798590864917395,0.0771153370439084,0.1586760336602173,73,73,13,5,3,6,8,129731.77577707107,129731.77577707107,4019.900752819856,1114.0053414616057,585.1617299179964,1409.851725932502,1183.370575983764,1000,98,1020.0,SINGER
1_15_1000_0.00025_0.0025_0.5_100,0.0327294685990338,0.6742003698943606,0.158869289585753,0.1478710769413407,79,79,18,7,3,3,5,111389.02545179208,111389.02545179208,5988.227596233093,1641.9495890478522,563.5599624061238,563.5599624061238,680.0656358344287,1000,115,1060.0,SINGER
5_13_1000_0.00025_2.5e-05_0.5_100,0.0478005478005477,0.9014381840119966,0.3806816459877666,0.2257783579603479,57,57,28,10,4,3,4,47029.36809475519,47029.36809475519,12051.062524494386,2664.3221386607484,812.2136336020817,568.1884865785433,529.3600845982583,1000,111,1012.0,SINGER
5_13_1000_0.00025_2.5e-05_0.7_100,0.0678146258503401,0.8052321882951654,0.4341027730536663,0.2333704822975628,53,53,23,16,11,3,3,30285.063096800022,30285.063096800022,7724.00391769615,4605.616089974188,2771.0192403300093,535.9842953817368,362.6579127879857,1000,144,1419.0,SINGER
4_13_1000_0.00025_2.5e-05_0.5_100,0.2275443510737628,1.0,0.837312067684217,0.4348778559042665,37,37,19,9,6,10,11,20353.174093577527,20353.174093577527,6779.287998385374,2356.7039062458143,1381.1886734335576,2717.553331498303,1728.0751037956911,1000,105,1003.0,SINGER
4_13_1000_0.00025_2.5e-05_0.7_100,0.1413328455581976,0.8406081037065989,0.2766975590919251,0.2665288413105169,36,36,23,20,13,6,7,15543.737440622346,15543.737440622346,7774.917408845742,6345.620788499552,3483.31509966206,1269.5563670916083,959.603900511957,1000,142,1412.0,SINGER
3_13_1000_0.00025_2.5e-05_0.7_100,0.1083010204081632,0.8031344111969112,0.2507502040816325,0.2338934065774958,40,40,18,15,12,5,5,18708.118151399085,18708.118151399085,5493.580185611235,4257.961381816494,3142.271874994419,1012.9738721382092,650.6696380850286,1000,140,1414.0,SINGER
2_13_1000_0.00025_2.5e-05_0.7_100,0.1243055555555555,0.4668719189549978,0.3462255658436214,0.2089785116086817,26,26,18,14,11,6,6,9266.665693685129,9266.665693685129,5430.065138307613,3833.080212060514,2771.0192403300093,1264.863618814135,802.643784730219,1000,144,1415.0,SINGER
5_14_1000_0.00025_0.00025_0.5_100,0.0628743576111997,0.8268092781922568,0.3489751807573936,0.2203797191702873,73,73,19,4,1,5,5,125592.3113206256,125592.3113206256,6987.276885831788,836.4484575180762,154.73327427683313,1110.8200056678322,685.0623235920798,1000,99,1012.0,SINGER
2_14_1000_0.00025_0.00025_0.7_100,0.0312519415967691,0.9885553626064666,0.1845438258286628,0.1978412373830078,78,78,29,13,8,3,5,68782.43758823941,68782.43758823941,10900.620306468903,3457.7350759815326,1822.7998274639883,535.1823986027639,650.6008652659624,1000,145,1415.0,SINGER
3_13_1000_0.00025_2.5e-05_0.5_100,0.0761904761904761,0.7129602121432186,0.4019544131378053,0.2205705271254869,48,48,18,12,9,5,6,35385.4490423318,35385.4490423318,6342.410181792006,3532.521036834695,2380.488120804828,1101.569380776885,847.1680962350365,1000,102,1008.0,SINGER
4_15_1000_0.00025_0.0025_0.7_100,0.0312938596491228,0.8141095487246566,0.1337174269005886,0.1640797480981727,87,87,33,13,9,4,5,86494.54154860278,86494.54154860278,13078.19920165255,3417.1331505252974,2101.9837099315573,755.231633520166,649.0365851423699,1000,150,1438.0,SINGER
4_14_1000_0.00025_0.00025_0.5_100,0.0657338479919125,0.8954813108038914,0.3331959318270863,0.2303152799889854,66,66,18,6,2,5,5,101425.15460926812,101425.15460926812,6648.949275762329,1432.507848105511,359.7980985109299,1130.7632592379448,685.0623235920798,1000,93,1012.0,SINGER
3_15_1000_0.00025_0.0025_0.7_100,0.047953871587803,0.6487278173906021,0.2607602446119391,0.1699909194118433,84,84,27,12,5,5,5,89840.76480310607,89840.76480310607,9992.304358620522,3150.048306558456,1014.805840938493,1014.805840938493,651.1528534135543,1000,139,1407.0,SINGER
3_14_1000_0.00025_0.00025_0.5_100,0.0617871699147172,0.7618158274814483,0.3877308551487427,0.2156830213348307,67,67,16,5,3,5,5,95791.70209985152,95791.70209985152,5455.543417590281,1117.2439845904498,586.6092846402231,1117.2439845904498,685.6010610572027,1000,97,1007.0,SINGER
3_14_1000_0.00025_0.00025_0.7_100,0.0480149266913972,0.7344984767529633,0.2448731303735712,0.1805161897529582,78,78,29,14,10,5,5,66752.65450988797,66752.65450988797,10782.084964366995,3795.304912265498,2421.975452706537,999.0161642865628,651.4304046964561,1000,148,1403.0,SINGER
2_14_1000_0.00025_0.00025_0.5_100,0.0505936558568137,0.9824393358876118,0.2923850029113207,0.2266392099196094,63,63,20,7,4,3,4,74570.29241377577,74570.29241377577,7558.527640480381,1719.8592319772415,836.4484575180762,583.7365970418605,528.1756849886057,1000,99,1027.0,SINGER
4_14_1000_0.00025_0.00025_0.7_100,0.0429751784787809,0.9230621880945656,0.1917550935928671,0.1973052171882615,82,82,32,14,7,4,4,81899.2783592205,81899.2783592205,12912.75092669778,3862.682255173401,1547.6709277981158,766.2141011985723,503.767233751708,1000,141,1414.0,SINGER
2_15_1000_0.00025_0.0025_0.5_100,0.0644712430426716,0.6798590864917395,0.0821165739022881,0.1594262191889742,73,73,13,5,3,6,8,129731.77577707107,129731.77577707107,4019.900752819856,1114.0053414616057,585.1617299179964,1409.851725932502,1183.370575983764,1000,98,1020.0,SINGER
