name,analysis_no_of_clusters_score,analysis_infiltration_score,analysis_mrca_score,analysis_total_score,n_d_0,n_d_1,n_d_2,n_d_3,n_d_4,n_s,n_p,Ne_d_0,Ne_d_1,Ne_d_2,Ne_d_3,Ne_d_4,Ne_s,Ne_p,Ne_actual,mut_haplotypes_sample, mut_haplotypes_population
7_16_1000_0.0025_2.5e-05_0.7_100,0.6528822055137845,0.8286211560647652,0.5622220481759955,0.6656440244957632,22,22,14,12,10,16,20,751.1455609436942,751.1455609436942,394.75510040184747,319.88771612639596,250.60790590382732,475.2225556323231,330.2864068665948,1000,133,1405 
7_16_1000_0.0025_2.5e-05_0.5_100,0.48787878787878797,0.9523083778966133,0.41157578856497784,0.5460977764843902,32,32,19,9,8,21,35,1515.8589973015848,1515.8589973015848,662.4350362375538,231.9620540023071,198.3360845013531,770.1521058910276,702.017850310301,1000,110,1020 
6_16_1000_0.0025_2.5e-05_0.7_100,0.5208633093525179,0.8686118156071605,0.37374381780967775,0.5509576615592883,30,30,19,16,13,17,26,1176.025398892105,1176.025398892105,595.0744886005659,466.95522896591274,350.9881091639164,508.29865893920737,451.6514777167811,1000,139,1424 
8_17_1000_0.0025_0.00025_0.7_100,0.15082755590274388,0.5452481176497099,0.04611141023498014,0.1942832183146242,46,46,29,19,11,11,24,2490.7322165886517,2490.7322165886517,1143.4452841546288,606.5897127819057,284.54739097899085,284.54739097899085,411.4221614617876,1000,133,1401 
8_16_1000_0.0025_2.5e-05_0.7_100,0.5774999999999998,0.6329693801876882,0.38694019233663013,0.5572364358786476,22,22,18,14,12,22,27,733.2376724452652,733.2376724452652,549.3580185611235,387.2805528699718,314.22718749944187,733.2376724452652,473.04345822808705,1000,140,1420 
8_16_1000_0.0025_2.5e-05_0.5_100,0.8333333333333335,0.6980124911678937,0.7216589656219139,0.7962840518518044,19,19,12,8,7,21,43,691.4996645262428,691.4996645262428,354.6422111428059,203.95847787682237,170.8984191874777,806.2277776796989,904.182730248611,1000,101,1042 
9_16_1000_0.0025_2.5e-05_0.5_100,0.5680272108843537,0.8381749904930916,0.29874537516754074,0.5681571024681424,22,22,18,18,8,17,34,882.1162253099948,882.1162253099948,647.1218695152913,647.1218695152913,206.03058679101895,593.953015046589,680.4059463360564,1000,98,1000 
9_17_1000_0.0025_0.00025_0.5_100,0.2597665279704114,0.6984701235288869,0.11226097268614937,0.30344623401154347,43,43,25,12,8,18,27,2773.1740751770667,2773.1740751770667,1050.3741473989887,351.8874924226216,202.63569436025205,631.1859286786091,511.25087799273643,1000,103,1000 
9_17_1000_0.0025_0.00025_0.7_100,0.27719873663751204,0.6821868737559603,0.10948602607035614,0.312790050620206,45,45,31,22,14,20,30,2212.43999280892,2212.43999280892,1199.5197375547648,717.064447365646,380.4574664097624,625.1425364934191,539.1919438935735,1000,147,1401 
9_16_1000_0.0025_2.5e-05_0.7_100,0.42527386541471046,0.7519518822335725,0.19479032332154378,0.4397030366235647,31,31,22,16,14,19,25,1223.1497249802824,1223.1497249802824,728.4521536882778,463.0685142472453,385.2688760605879,589.6752171024127,431.75695683214684,1000,142,1408 
10_16_1000_0.0025_2.5e-05_0.5_100,0.6594202898550725,0.90397915241905,0.4259546316164492,0.6610842705038755,26,26,16,14,11,22,43,1046.8215546969218,1046.8215546969218,504.9535697170222,417.8175258732022,299.3990246638924,807.6972573066014,901.0168319241332,1000,115,1056 
10_17_1000_0.0025_0.00025_0.7_100,0.2130407124681934,0.4675493257045254,0.07970082759935959,0.2312160217233181,43,43,26,16,12,18,29,2230.9164441277817,2230.9164441277817,973.289965438035,478.13746985877367,321.6036408383669,565.0186060556508,516.9186710319299,1000,131,1407 
10_16_1000_0.0025_2.5e-05_0.7_100,0.76010101010101,0.6830086336665284,0.6870870086872835,0.7375850534237789,25,25,18,14,8,24,31,913.0556440363918,913.0556440363918,563.1758033155462,395.8821957536962,187.40682519326532,858.397308753359,560.1301920339954,1000,132,1413 
10_17_1000_0.0025_0.00025_0.5_100,0.29266247379454924,0.7185305630366674,0.13478319010295864,0.3328607946271284,41,41,25,15,11,17,30,2452.191180762727,2452.191180762727,1032.149833139771,476.90069092245017,308.5076662204727,572.0002929914834,580.4042646968294,1000,106,1014 
7_17_1000_0.0025_0.00025_0.7_100,0.24620433523311222,0.5222193410691393,0.06529118377457606,0.26046961338973584,47,47,33,17,13,21,36,2497.6044014387166,2497.6044014387166,1367.8828637122856,508.29865893920737,350.9881091639164,687.3976324098527,670.2547147783046,1000,139,1435 
